timestamp,src_ip,dst_ip,protocol,size,risk,status
1773415749.9832113,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.0017421,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.0172393,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.034068,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.050173,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.066748,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.0811133,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.0975301,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.1152842,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.1333313,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.1452658,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.1598532,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.174849,42.106.164.58,192.168.1.34,17,1494,MEDIUM,SUSPICIOUS
1773415750.1859536,42.106.164.58,192.168.1.34,17,1162,MEDIUM,SUSPICIOUS
1773415750.1980262,42.106.164.58,192.168.1.34,17,66,MEDIUM,SUSPICIOUS
1773415750.2362225,42.106.162.200,192.168.1.34,17,1292,HIGH,DOS ATTACK
1773415750.2481956,42.106.162.200,192.168.1.34,17,1292,HIGH,DOS ATTACK
1773415750.2653587,42.106.162.200,192.168.1.34,17,1292,HIGH,DOS ATTACK
1773415750.2795167,42.106.162.200,192.168.1.34,17,1292,HIGH,DOS ATTACK
1773415750.293583,42.106.162.200,192.168.1.34,17,353,HIGH,DOS ATTACK
1773415750.3141868,42.106.164.58,192.168.1.34,17,66,MEDIUM,SUSPICIOUS
1773415750.3293078,42.106.162.200,192.168.1.34,17,361,HIGH,DOS ATTACK
1773415750.3452647,42.106.162.200,192.168.1.34,17,347,HIGH,DOS ATTACK
1773415750.3587825,42.106.162.200,192.168.1.34,17,105,HIGH,DOS ATTACK
1773415750.3788476,42.106.162.200,192.168.1.34,17,63,HIGH,DOS ATTACK
1773415750.3918211,42.106.162.200,192.168.1.34,17,112,HIGH,DOS ATTACK
1773415750.4047906,42.106.162.200,192.168.1.34,17,65,HIGH,DOS ATTACK
1773415750.4195893,42.106.162.200,192.168.1.34,17,420,HIGH,DOS ATTACK
1773415750.434673,42.106.162.200,192.168.1.34,17,63,HIGH,DOS ATTACK
1773415750.45234,42.106.162.200,192.168.1.34,17,66,HIGH,DOS ATTACK
1773415750.9997175,216.239.36.223,192.168.1.34,6,54,HIGH,DOS ATTACK
1773415751.0157282,216.239.36.223,192.168.1.34,6,273,HIGH,DOS ATTACK
1773415751.0330482,216.239.36.223,192.168.1.34,6,54,HIGH,DOS ATTACK
1773415751.2508945,216.239.36.223,192.168.1.34,6,81,MEDIUM,SUSPICIOUS
1773415751.264288,216.239.36.223,192.168.1.34,6,54,MEDIUM,SUSPICIOUS
1773415751.2842555,216.239.36.223,192.168.1.34,6,54,MEDIUM,SUSPICIOUS
